,FID,Id,SPECIES,DATEPLANT,Latitude,Longitude,Rootspace,nearest_st,tree_heigh,tree_sprea,Diameter_a,condition,tree_def_1,tree_def_2,are_over_h,tree_care_,tree_asset,age_class,collected_,date_of_in,inspected,parent,families,parent_name
829,829,0,Amelanchier,20221027,42.70973568,-71.14853774, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
830,830,0,Amelanchier,20221027,42.70971472,-71.14850684, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
831,831,0,Amelanchier,20221027,42.70968678,-71.14845931, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
832,832,0,Amelanchier,20221027,42.70965709,-71.14841177, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
833,833,0,Malus 'Prairie Fire',20221027,42.70990509,-71.14887525, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
834,834,0,Malus 'Prairie Fire',20221027,42.70994875,-71.14888476, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
835,835,0,Malus 'Prairie Fire',20221027,42.7099486,-71.14896836, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
836,836,0,Malus 'Prairie Fire',20221027,42.70962391,-71.14836661, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
837,837,0,Malus 'Prairie Fire',20221027,42.70962216,-71.14830244, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
838,838,0,Malus 'Prairie Fire',20221027,42.70958024,-71.14830006, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
839,839,0,Acer rubrum,20221027,42.70982125,-71.14882522, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
840,840,0,Acer rubrum,20221027,42.70978778,-71.14878835, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
841,841,0,Acer rubrum,20221027,42.7097507,-71.14874751, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
842,842,0,Acer rubrum,20221027,42.70971277,-71.14870572, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
843,843,0,Acer rubrum,20221027,42.70966188,-71.14864965, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
844,844,0,Quercus rubra,20221027,42.70960926,-71.14859169, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
845,845,0,Quercus rubra,20221027,42.7092561,-71.14647207, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
846,846,0,Quercus rubra,20221027,42.70916004,-71.14659685, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
847,847,0,Quercus rubra,20221027,42.70909891,-71.14669786, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
848,848,0,Quercus rubra,20221027,42.70911638,-71.14682859, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
849,849,0,Quercus rubra,20221027,42.70902469,-71.1468167, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
850,850,0,Quercus rubra,20221027,42.70902032,-71.14698308, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
851,851,0,Quercus rubra,20221027,42.70897666,-71.14709004, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
852,852,0,Betula nigra,20221027,42.70901159,-71.14720293, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
853,853,0,Betula nigra,20221027,42.70882384,-71.14700685, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
854,854,0,Betula nigra,20221027,42.70879764,-71.14684641, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
855,855,0,Hamamelis vernalis,20221027,42.70999398,-71.14782684, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,HAMAMELIS,
856,856,0,Hamamelis vernalis,20221027,42.70912075,-71.14663844, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,HAMAMELIS,
857,857,0,Hamamelis vernalis,20221027,42.70905525,-71.1467454, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,HAMAMELIS,
858,858,0,Hamamelis vernalis,20221027,42.70884567,-71.14691772, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,HAMAMELIS,
859,859,0,Hamamelis vernalis,20221027,42.7088675,-71.14707221, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,HAMAMELIS,
860,860,0,Hamamelis vernalis,20221027,42.70994595,-71.14820713, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,HAMAMELIS,
861,861,0,Hamamelis vernalis,20221027,42.70985863,-71.14822496, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,HAMAMELIS,
862,862,0,Hamamelis vernalis,20221027,42.7098761,-71.14809423, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,HAMAMELIS,
863,863,0,Hamamelis vernalis,20221027,42.70996342,-71.14802887, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,HAMAMELIS,
864,864,0,Hamamelis vernalis,20221027,42.70989491,-71.14795034, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,HAMAMELIS,
865,865,0,Hamamelis vernalis,20221027,42.70902469,-71.14760105, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,HAMAMELIS,
866,866,0,Hamamelis vernalis,20221027,42.70956173,-71.14775554, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,HAMAMELIS,
867,867,0,Hamamelis vernalis,20221027,42.7095399,-71.14758916, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,HAMAMELIS,
868,868,0,Hamamelis vernalis,20221027,42.70969272,-71.14778525, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,HAMAMELIS,
869,869,0,Hamamelis vernalis,20221027,42.70936962,-71.14742873, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,HAMAMELIS,
870,870,0,Acer rubrum,20221115,42.70953764,-71.14850115, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
871,871,0,Liquidambar styracaflua,20221115,42.70885877,-71.14676917, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
872,872,0,Liquidambar styracaflua,20221115,42.70891117,-71.14665033, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
873,873,0,Liquidambar styracaflua,20221115,42.70897666,-71.14653149, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
874,874,0,Liquidambar styracaflua,20221115,42.70904652,-71.14642453, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
875,875,0,Liquidambar styracaflua,20221115,42.70911638,-71.14631163, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
876,876,0,Liquidambar styracaflua,20221115,42.70917314,-71.1462225, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
877,877,0,Platanus x acerifolia,20221122,42.70781576,-71.18181629, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
878,878,0,Platanus x acerifolia,20221122,42.70871172,-71.18192325, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
879,879,0,Acer rubrum,20221122,42.70825588,-71.18187334, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
880,880,0,Acer rubrum,20221122,42.7088951,-71.18193038, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
881,881,0,Quercus alba,20221122,42.70811441,-71.18185907, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
882,882,0,Quercus alba,20221123,42.70770573,-71.18176638, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
883,883,0,Liquidambar stryfacaflua,20221123,42.70791531,-71.18183055, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
884,884,0,Liquidambar stryfacaflua,20221123,42.70838687,-71.1818876, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
885,885,0,Liquidambar stryfacaflua,20221123,42.70880603,-71.18192325, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
886,886,0,Quercus alba,20221121,42.70975699,-71.16027776, ,North Common,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
887,887,0,Quercus alba,22021121,42.70988972,-71.16028726, ,North Common,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
888,888,0,Prunus sargentii,23821121,42.71032983,-71.15997352, ,North Common,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
889,889,0,Prunus sargentii,25621121,42.71017614,-71.159945, ,North Common,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
890,890,0,Prunus sargentii,27421121,42.71035777,-71.15974535, ,North Common,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , , , , ,,PRUNUS,
